Unnamed: 0,filename,n_objects,class,split,optimized_prompts,threshold
1098,7514.jpg,28,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1099,7520.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
1100,7521.jpg,25,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1101,7522.jpg,84,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
1102,7523.jpg,94,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
1103,7525.jpg,26,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1104,7526.jpg,34,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1105,7527.jpg,47,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1106,7529.jpg,124,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
1107,7530.jpg,16,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
1108,7535.jpg,107,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1109,7536.jpg,24,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1110,7538.jpg,41,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1111,7539.jpg,77,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
1112,7542.jpg,43,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
1113,7547.jpg,19,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1114,7550.jpg,20,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1115,7554.jpg,71,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
1116,7555.jpg,31,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1117,7557.jpg,21,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1118,7564.jpg,52,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1119,7565.jpg,113,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
1120,7567.jpg,68,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
1121,7573.jpg,18,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
1122,7580.jpg,15,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1123,7581.jpg,30,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1124,7583.jpg,21,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1125,7586.jpg,36,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
1126,7588.jpg,39,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
1127,7590.jpg,100,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1128,7592.jpg,104,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
1129,7595.jpg,30,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1130,7596.jpg,298,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1131,7598.jpg,31,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1132,7605.jpg,20,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1133,7609.jpg,110,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
1134,7611.jpg,2560,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1135,7614.jpg,27,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1136,7617.jpg,17,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1137,7622.jpg,166,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1138,7625.jpg,25,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1139,7627.jpg,16,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1140,7633.jpg,30,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1141,7635.jpg,17,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1142,7637.jpg,67,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1143,7639.jpg,20,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1144,7640.jpg,32,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1145,7643.jpg,32,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1146,7645.jpg,14,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
1147,7650.jpg,52,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1148,7661.jpg,36,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1149,7662.jpg,30,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1150,7665.jpg,33,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1151,7666.jpg,30,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1152,7668.jpg,23,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1153,7671.jpg,87,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
1154,7676.jpg,29,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1155,7678.jpg,159,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1156,7679.jpg,10,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
1157,7682.jpg,24,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1158,7683.jpg,35,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1159,7687.jpg,20,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1160,7688.jpg,32,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1161,7689.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1162,7693.jpg,81,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1163,7694.jpg,60,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1164,7695.jpg,40,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1165,7700.jpg,30,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1166,7701.jpg,23,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1167,7707.jpg,370,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
1168,7709.jpg,25,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1169,7710.jpg,34,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1170,7711.jpg,118,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1171,7713.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
1172,7714.jpg,46,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1173,904.jpg,12,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1174,905.jpg,44,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1175,906.jpg,235,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1176,907.jpg,29,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1177,909.jpg,62,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1178,910.jpg,18,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1179,911.jpg,85,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1180,985.jpg,53,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1181,988.jpg,12,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1182,989.jpg,69,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1183,990.jpg,111,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1184,991.jpg,93,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1185,993.jpg,17,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1186,995.jpg,20,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1187,996.jpg,18,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1188,998.jpg,24,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
1189,999.jpg,14,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
