Unnamed: 0,filename,n_objects,class,split,prompt_notation,description
1169,7710.jpg,34,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
1170,7711.jpg,118,nail polish,test,a nail polish,"Small, cylindrical objects with a glossy liquid inside, typically colorful, and a smooth brush applicator."
1171,7713.jpg,19,carrom board pieces,test,a carrom board piece,"Small, round objects, typically smooth and flat, made of wood or plastic, often black, white, or red."
1172,7714.jpg,46,eggs,test,a egg,"Oval-shaped objects, typically white or brown, with a smooth, hard shell and fragile interior."
1173,904.jpg,12,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
1174,905.jpg,44,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
1175,906.jpg,235,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
1176,907.jpg,29,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
1177,909.jpg,62,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
1178,910.jpg,18,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
1179,911.jpg,85,comic books,test,a comic book,"Thin, rectangular objects with colorful covers, smooth glossy pages, and illustrated stories inside."
1180,985.jpg,53,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
1181,988.jpg,12,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
1182,989.jpg,69,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
1183,990.jpg,111,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
1184,991.jpg,93,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
1185,993.jpg,17,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
1186,995.jpg,20,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
1187,996.jpg,18,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
1188,998.jpg,24,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
1189,999.jpg,14,watches,test,a watch,"Circular or rectangular objects, metallic or leather strap, smooth face with visible hands or display."
