,Unnamed: 0,filename,n_objects,class,split,optimized_prompts,threshold,prompt_notation,predicted_counts
1000,1000,7144.jpg,92,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1001,1001,7145.jpg,24,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1002,1002,7146.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1003,1003,715.jpg,21,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1004,1004,7153.jpg,18,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
1005,1005,716.jpg,182,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1006,1006,7161.jpg,36,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1007,1007,7167.jpg,217,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
1008,1008,717.jpg,20,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1009,1009,7171.jpg,13,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1010,1010,7173.jpg,48,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1011,1011,7174.jpg,96,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1012,1012,7175.jpg,38,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1013,1013,7176.jpg,39,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1014,1014,7188.jpg,67,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1015,1015,719.jpg,17,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1016,1016,7192.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
1017,1017,7195.jpg,384,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1018,1018,7198.jpg,36,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1019,1019,7200.jpg,56,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
1020,1020,7201.jpg,211,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1021,1021,7205.jpg,113,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1022,1022,7206.jpg,83,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
1023,1023,7216.jpg,25,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1024,1024,7219.jpg,51,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1025,1025,7221.jpg,60,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
1026,1026,7222.jpg,49,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1027,1027,7239.jpg,180,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1028,1028,7240.jpg,49,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1029,1029,7248.jpg,22,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
1030,1030,7251.jpg,117,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1031,1031,7253.jpg,47,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1032,1032,7262.jpg,21,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1033,1033,7263.jpg,43,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1034,1034,7273.jpg,32,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1035,1035,7277.jpg,26,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1036,1036,7278.jpg,72,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1037,1037,7281.jpg,75,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1038,1038,7282.jpg,23,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1039,1039,7283.jpg,22,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1040,1040,7284.jpg,40,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
1041,1041,7295.jpg,63,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1042,1042,7298.jpg,24,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1043,1043,7312.jpg,21,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
1044,1044,7319.jpg,351,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1045,1045,7328.jpg,51,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1046,1046,7329.jpg,144,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
1047,1047,7339.jpg,104,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
1048,1048,7341.jpg,17,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
1049,1049,7342.jpg,55,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1050,1050,7345.jpg,78,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
1051,1051,7347.jpg,103,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1052,1052,7359.jpg,42,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1053,1053,7361.jpg,23,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1054,1054,7365.jpg,56,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1055,1055,7366.jpg,44,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1056,1056,7370.jpg,11,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1057,1057,7378.jpg,256,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1058,1058,7381.jpg,72,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
1059,1059,7384.jpg,16,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1060,1060,7386.jpg,64,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
1061,1061,7387.jpg,66,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1062,1062,7389.jpg,25,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1063,1063,7398.jpg,26,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
1064,1064,7401.jpg,90,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
1065,1065,7410.jpg,44,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1066,1066,7411.jpg,233,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
1067,1067,7412.jpg,36,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1068,1068,7417.jpg,43,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1069,1069,7420.jpg,21,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
1070,1070,7424.jpg,145,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1071,1071,7426.jpg,253,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
1072,1072,7438.jpg,48,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
1073,1073,7440.jpg,32,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1074,1074,7442.jpg,120,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1075,1075,7443.jpg,292,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
1076,1076,7449.jpg,60,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1077,1077,7452.jpg,85,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1078,1078,7455.jpg,73,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
1079,1079,7459.jpg,11,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1080,1080,7462.jpg,146,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1081,1081,7463.jpg,21,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1082,1082,7472.jpg,15,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
1083,1083,7473.jpg,508,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1084,1084,7474.jpg,36,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1085,1085,7475.jpg,122,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1086,1086,7480.jpg,22,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1087,1087,7483.jpg,191,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1088,1088,7484.jpg,21,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1089,1089,7486.jpg,100,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1090,1090,7488.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
1091,1091,7490.jpg,114,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1092,1092,7491.jpg,194,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
1093,1093,7493.jpg,38,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1094,1094,7500.jpg,181,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1095,1095,7506.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
1096,1096,7511.jpg,36,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
1097,1097,7512.jpg,98,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1098,1098,7514.jpg,28,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1099,1099,7520.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
1100,1100,7521.jpg,25,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1101,1101,7522.jpg,84,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
1102,1102,7523.jpg,94,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
1103,1103,7525.jpg,26,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1104,1104,7526.jpg,34,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1105,1105,7527.jpg,47,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1106,1106,7529.jpg,124,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
1107,1107,7530.jpg,16,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
1108,1108,7535.jpg,107,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1109,1109,7536.jpg,24,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1110,1110,7538.jpg,41,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1111,1111,7539.jpg,77,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
1112,1112,7542.jpg,43,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
1113,1113,7547.jpg,19,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1114,1114,7550.jpg,20,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
1115,1115,7554.jpg,71,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
1116,1116,7555.jpg,31,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1117,1117,7557.jpg,21,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1118,1118,7564.jpg,52,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1119,1119,7565.jpg,113,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
1120,1120,7567.jpg,68,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
1121,1121,7573.jpg,18,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
1122,1122,7580.jpg,15,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1123,1123,7581.jpg,30,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1124,1124,7583.jpg,21,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1125,1125,7586.jpg,36,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
1126,1126,7588.jpg,39,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
1127,1127,7590.jpg,100,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1128,1128,7592.jpg,104,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
1129,1129,7595.jpg,30,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1130,1130,7596.jpg,298,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1131,1131,7598.jpg,31,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1132,1132,7605.jpg,20,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1133,1133,7609.jpg,110,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
1134,1134,7611.jpg,2560,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1135,1135,7614.jpg,27,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1136,1136,7617.jpg,17,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1137,1137,7622.jpg,166,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1138,1138,7625.jpg,25,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1139,1139,7627.jpg,16,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1140,1140,7633.jpg,30,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1141,1141,7635.jpg,17,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1142,1142,7637.jpg,67,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1143,1143,7639.jpg,20,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
1144,1144,7640.jpg,32,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1145,1145,7643.jpg,32,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1146,1146,7645.jpg,14,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
1147,1147,7650.jpg,52,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1148,1148,7661.jpg,36,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1149,1149,7662.jpg,30,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1150,1150,7665.jpg,33,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1151,1151,7666.jpg,30,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1152,1152,7668.jpg,23,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1153,1153,7671.jpg,87,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
1154,1154,7676.jpg,29,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1155,1155,7678.jpg,159,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1156,1156,7679.jpg,10,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
1157,1157,7682.jpg,24,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1158,1158,7683.jpg,35,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1159,1159,7687.jpg,20,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
1160,1160,7688.jpg,32,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1161,1161,7689.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1162,1162,7693.jpg,81,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
1163,1163,7694.jpg,60,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1164,1164,7695.jpg,40,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1165,1165,7700.jpg,30,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1166,1166,7701.jpg,23,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
1167,1167,7707.jpg,370,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
1168,1168,7709.jpg,25,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1169,1169,7710.jpg,34,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1170,1170,7711.jpg,118,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
1171,1171,7713.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
1172,1172,7714.jpg,46,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
1173,1173,904.jpg,12,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1174,1174,905.jpg,44,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1175,1175,906.jpg,235,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1176,1176,907.jpg,29,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1177,1177,909.jpg,62,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1178,1178,910.jpg,18,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1179,1179,911.jpg,85,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
1180,1180,985.jpg,53,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1181,1181,988.jpg,12,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1182,1182,989.jpg,69,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1183,1183,990.jpg,111,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1184,1184,991.jpg,93,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1185,1185,993.jpg,17,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1186,1186,995.jpg,20,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1187,1187,996.jpg,18,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1188,1188,998.jpg,24,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
1189,1189,999.jpg,14,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
